SAMPLE_NAME,L,a,b
J8,58.80967796440041,55.087015133458706,3.2466615481729466
J9,54.576867813132054,-34.18365430221942,-43.32922329831437
K1,11.304522644140803,0.4678717669938659,-1.570013200324144
K2,58.82904061656478,58.16634752235827,55.92034261376878
K3,21.983157255028274,5.370797505363595,-50.41721852763601
K4,47.173934117959725,-52.58827102679117,15.995025618975077
K5,52.70894534025901,65.26129521941398,54.05620797339742
K6,18.127369055548264,2.840728623343336,-0.3108489606883813
K7,90.0128075868672,2.6416823369737608,81.14141096448513
K8,52.41096116670211,57.14146205480208,4.911723044115779
K9,52.71257288250362,-28.438247080966093,-38.59810841132438
